"type","public","latitude","longitude","city","province","region"
"unknown",NA,50.8377628,4.3730848,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8377628,4.3730848,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8377628,4.3730848,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8386891,4.375194,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8383594,4.3726285,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.840675,4.3734557,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8401768,4.3735736,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8412565,4.3705071,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8387566,4.3688226,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8387566,4.3688226,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8410717,4.3745626,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8412901,4.3744443,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8408246,4.3751846,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8408246,4.3751846,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8408246,4.3751846,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8408259,4.3761767,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8393873,4.3786546,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8383594,4.3726285,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8386891,4.375194,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8386891,4.375194,"BRUXELLES","Brussels","Brussels"
"unknown",NA,50.8386891,4.375194,"BRUXELLES","Brussels","Brussels"
"unknown",NA,50.8386891,4.375194,"BRUXELLES","Brussels","Brussels"
"unknown",NA,50.8386891,4.375194,"BRUXELLES","Brussels","Brussels"
"unknown",NA,51.213104,4.4342755,"BorgerhoutAntwerpen)","Antwerp","Flanders"
"unknown",NA,51.213104,4.4342755,"BORGERHOUTANTWERPEN)","Antwerp","Flanders"
"unknown",NA,51.2161877,4.4025767,"Antwerpen","Antwerp","Flanders"
"unknown",NA,51.2617269,4.4203774,"Antwerpen","Antwerp","Flanders"
"unknown",NA,51.2617269,4.4203774,"Antwerpen","Antwerp","Flanders"
"unknown",NA,51.2617269,4.4203774,"Antwerpen","Antwerp","Flanders"
"unknown",NA,51.2617269,4.4203774,"Antwerpen","Antwerp","Flanders"
"unknown",NA,51.2670712,4.3983629,"Antwerpen","Antwerp","Flanders"
"unknown",NA,50.7567953,4.2705768,"Huizingen","Flemish Brabant","Flanders"
"unknown",NA,50.7567953,4.2705768,"HUIZINGEN","Flemish Brabant","Flanders"
"unknown",NA,50.7567953,4.2705768,"HUIZINGEN","Flemish Brabant","Flanders"
"unknown",NA,50.7567953,4.2705768,"HUIZINGEN","Flemish Brabant","Flanders"
"unknown",NA,51.3782512,4.4811299,"Kalmthout","Antwerp","Flanders"
"unknown",NA,51.3760131,4.4490767,"KALMTHOUT","Antwerp","Flanders"
"unknown",NA,51.3817982,4.4769565,"Kalmthout","Antwerp","Flanders"
"unknown",NA,51.1587564,3.5164391,"Adegem","East Flanders","Flanders"
"unknown",NA,51.1975505,3.480335,"Adegem","East Flanders","Flanders"
"unknown",NA,51.2409957,5.3117731,"Lommel","Limburg","Flanders"
"unknown",NA,50.8306517,4.3208357,"Brussel","Brussels","Brussels"
"unknown",NA,51.1039399,3.4270486,"Aalter","East Flanders","Flanders"
"unknown",NA,51.2414968,4.28203,"Melsele","East Flanders","Flanders"
"unknown",NA,51.2407132,4.2854603,"Melsele","East Flanders","Flanders"
"unknown",NA,50.4876031,4.114899,"Strépy-Bracquegnies","Hainaut","Wallonia"
"unknown",NA,51.1647332,4.7773455,"Grobbendonk","Antwerp","Flanders"
"unknown",NA,51.0480196,3.730436,"Gent","East Flanders","Flanders"
"unknown",NA,50.871163,4.2742939,"Groot-Bijgaarden","Flemish Brabant","Flanders"
"unknown",NA,50.8703281,4.2593127,"Groot-Bijgaarden","Flemish Brabant","Flanders"
"unknown",NA,51.1764218,4.3872745,"Wilrijk","Antwerp","Flanders"
"unknown",NA,50.5348503,4.9718705,"Fernelmont","Namur","Wallonia"
"unknown",NA,50.8833563,4.333544,"Brussel","Brussels","Brussels"
"unknown",NA,50.8747739,4.3314996,"Brussel","Brussels","Brussels"
"unknown",NA,50.2082995,5.3206696,"Marche-en-Famenne","Luxembourg","Wallonia"
"unknown",NA,50.5186631,5.2422317,"Huy","Liege","Wallonia"
"unknown",NA,50.6247791,5.8306876,"Herve","Liege","Wallonia"
"unknown",NA,51.1898124,4.8381785,"Herentals","Antwerp","Flanders"
"unknown",NA,50.943715,5.4934749,"Genk","Limburg","Flanders"
"unknown",NA,50.8655626,4.6765833,"Heverlee","Flemish Brabant","Flanders"
"unknown",NA,50.9504063,5.4840214,"Genk","Limburg","Flanders"
"unknown",NA,50.9229182,5.5405084,"Genk","Limburg","Flanders"
"unknown",NA,51.1240923,5.0637525,"Meerhout","Antwerp","Flanders"
"unknown",NA,51.4406708,4.464856,"Essen","Antwerp","Flanders"
"unknown",NA,51.0292391,3.6924659,"Afsnee","East Flanders","Flanders"
"unknown",NA,50.9792732,5.532673,"Genk","Limburg","Flanders"
"unknown",NA,51.177797,4.8809732,"Olen","Antwerp","Flanders"
"unknown",NA,51.177797,4.8809732,"Olen","Antwerp","Flanders"
"unknown",NA,51.177797,4.8809732,"Olen","Antwerp","Flanders"
"unknown",NA,51.177797,4.8809732,"Olen","Antwerp","Flanders"
"unknown",NA,51.1611164,4.7852112,"Herentals","Antwerp","Flanders"
"unknown",NA,50.8788604,4.413357,"Brussel","Brussels","Brussels"
"unknown",NA,51.0801413,4.7215398,"Heist-Op-Den-Berg","Antwerp","Flanders"
"unknown",NA,51.1595891,4.4068876,"Wilrijk","Antwerp","Flanders"
"unknown",NA,51.2966316,4.7312696,"Malle","Antwerp","Flanders"
"unknown",NA,50.1051723,4.5682272,"Fagnolle","Namur","Wallonia"
"unknown",NA,50.2882159,5.1077595,"Ciney","Namur","Wallonia"
"unknown",NA,51.2397903,4.4665063,"Schoten","Antwerp","Flanders"
"unknown",NA,50.6320765,3.4111657,"KainTournai)","Hainaut","Wallonia"
"unknown",NA,50.8589942,4.331941,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.6079459,4.646249,"Chastre","Walloon Brabant","Wallonia"
"unknown",NA,50.2832733,5.7814785,"Lierneux","Liege","Wallonia"
"unknown",NA,50.8281162,4.3873926,"Etterbeek","Brussels","Brussels"
"unknown",NA,50.8276652,4.3464983,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8221089,4.3276041,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8266798,4.3467301,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.4851078,4.2129994,"Bois-d Haine","Hainaut","Wallonia"
"unknown",NA,49.917116,5.5070215,"Libramont-Chevigny","Luxembourg","Wallonia"
"unknown",NA,50.4300154,4.4631789,"GillyCharleroi)","Hainaut","Wallonia"
"unknown",NA,50.7733658,3.0066468,"Comines","Hainaut","Wallonia"
"unknown",NA,50.7218027,4.5817165,"Bierges","Walloon Brabant","Wallonia"
"unknown",NA,50.4102994,4.9544947,"Assesse","Namur","Wallonia"
"unknown",NA,50.455096,4.9328751,"Loyers","Namur","Wallonia"
"unknown",NA,50.620022,5.1497832,"Braives","Liege","Wallonia"
"unknown",NA,49.8193801,5.0160539,"Bouillon","Luxembourg","Wallonia"
"unknown",NA,50.6628137,4.1332757,"Rebecq","Walloon Brabant","Wallonia"
"unknown",NA,50.4480631,4.6882422,"Moustier-sur-Sambre","Namur","Wallonia"
"unknown",NA,50.5697889,4.0035365,"Neufvilles","Hainaut","Wallonia"
"unknown",NA,50.5697889,4.0035365,"Neufvilles","Hainaut","Wallonia"
"unknown",NA,50.5697889,4.0035365,"Neufvilles","Hainaut","Wallonia"
"unknown",NA,50.5700087,4.0092297,"Neufvilles","Hainaut","Wallonia"
"unknown",NA,50.9778537,3.1167878,"Hooglede","West Flanders","Flanders"
"unknown",NA,51.0227425,4.5473761,"Bonheiden","Antwerp","Flanders"
"unknown",NA,51.0199119,4.6014595,"Rijmenam","Antwerp","Flanders"
"unknown",NA,51.2921199,4.9179948,"Turnhout","Antwerp","Flanders"
"unknown",NA,51.2193961,4.1944794,"Vrasene","East Flanders","Flanders"
"unknown",NA,51.16491,4.44076,"Edegem","Antwerp","Flanders"
"unknown",NA,51.2249453,5.3874955,"Overpelt","Limburg","Flanders"
"unknown",NA,50.8403937,4.3829878,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8410646,4.3727358,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8410646,4.3727358,"Bruxelles","Brussels","Brussels"
"unknown",NA,51.0093666,3.8687702,"Wetteren","East Flanders","Flanders"
"unknown",NA,50.9373401,4.041093,"Aalst","East Flanders","Flanders"
"unknown",NA,48.8956824,2.3341147,NA,NA,"Brussels"
"unknown",NA,50.5405289,4.4593638,"Les","Hainaut","Wallonia"
"unknown",NA,50.532111,4.44645,"Les","Hainaut","Wallonia"
"unknown",NA,50.3947262,4.4739551,"Couillet","Hainaut","Wallonia"
"unknown",NA,50.8508645,4.7153244,"Heverlee","Flemish Brabant","Flanders"
"unknown",NA,50.9729703,3.8460753,"Wetteren","East Flanders","Flanders"
"unknown",NA,51.0395912,4.0982671,"Grembergen","East Flanders","Flanders"
"unknown",NA,50.871671,4.158109,"Sint-Katherina-lombeek","Flemish Brabant","Flanders"
"unknown",NA,51.190649,5.11535,"Mol","Antwerp","Flanders"
"unknown",NA,50.5068175,5.1354035,"Seilles","Namur","Wallonia"
"unknown",NA,50.2491464,4.916025,"Dinant","Namur","Wallonia"
"unknown",NA,51.3264153,4.8032,"Beerse","Antwerp","Flanders"
"unknown",NA,50.2452008,4.4947497,"Walcourt","Namur","Wallonia"
"unknown",NA,50.2579562,4.4996563,"Walcourt","Namur","Wallonia"
"unknown",NA,50.2537328,4.4267048,"Walcourt","Namur","Wallonia"
"unknown",NA,50.2538646,4.4348296,"Walcourt","Namur","Wallonia"
"unknown",NA,50.2908076,4.4561931,"Walcourt","Namur","Wallonia"
"unknown",NA,49.5692827,5.8040352,"Aubange","Luxembourg","Wallonia"
"unknown",NA,49.8403006,5.0039317,"Rochehaut","Luxembourg","Wallonia"
"unknown",NA,50.708587,4.4775445,"Lasne","Walloon Brabant","Wallonia"
"unknown",NA,50.8793322,4.3730967,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8793322,4.3730967,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.835802,4.4396025,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.876279,4.3026291,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8019192,5.2202655,"Sint-Truiden","Limburg","Flanders"
"unknown",NA,50.8132774,2.9808669,"Zonnebeke","West Flanders","Flanders"
"unknown",NA,50.9036946,3.0184569,"Zonnebeke","West Flanders","Flanders"
"unknown",NA,50.5929734,3.3870912,"Tournai","Hainaut","Wallonia"
"unknown",NA,50.6183061,5.6849714,"Fléron","Liege","Wallonia"
"unknown",NA,51.0760925,4.1418152,"HammeBt.)","East Flanders","Flanders"
"unknown",NA,50.4336467,3.8399225,"Hornu","Hainaut","Wallonia"
"fix",0,50.8504834,4.3401242,"Brussel","Brussels","Brussels"
"unknown",NA,51.240452,5.4722103,"Hamont-Achel","Limburg","Flanders"
"unknown",NA,51.2456625,5.5080253,"Hamont-Achel","Limburg","Flanders"
"unknown",NA,50.8746446,5.2386766,"NieuwerkerkenAalst)","Limburg","Flanders"
"unknown",NA,50.8675121,5.1948499,"NieuwerkerkenAalst)","Limburg","Flanders"
"unknown",NA,50.8860927,3.8905378,"Herzele","East Flanders","Flanders"
"unknown",NA,50.9107662,2.9281942,"Langemark-Poelkapelle","West Flanders","Flanders"
"unknown",NA,50.8345138,2.9946751,"Zonnebeke","West Flanders","Flanders"
"unknown",NA,50.6591976,3.8406127,"Meslin-l Evêque","Hainaut","Wallonia"
"unknown",NA,50.7353538,3.7414592,"Flobecq","Hainaut","Wallonia"
"unknown",NA,50.8588489,3.0141774,"Zonnebeke","West Flanders","Flanders"
"unknown",NA,50.8444562,4.3889938,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.9768152,5.4756229,"Genk","Limburg","Flanders"
"unknown",NA,50.8019372,5.3546454,"Borgloon","Limburg","Flanders"
"unknown",NA,51.0529707,4.5675663,"Onze-Lieve-Vrouw-Waver","Antwerp","Flanders"
"unknown",NA,50.9335746,3.6469877,"Gavere","East Flanders","Flanders"
"unknown",NA,50.8763954,4.4922023,"Zaventem","Flemish Brabant","Flanders"
"unknown",NA,50.8479498,4.3566474,"Brussel","Brussels","Brussels"
"unknown",NA,51.0284057,3.7204289,"Gent","East Flanders","Flanders"
"unknown",NA,50.9421067,5.3303504,"Hasselt","Limburg","Flanders"
"unknown",NA,51.0175049,4.4816041,"Mechelen","Antwerp","Flanders"
"unknown",NA,51.1962537,3.8276528,"Zelzate","East Flanders","Flanders"
"unknown",NA,51.2433477,4.3253167,"Zwijndrecht","Antwerp","Flanders"
"unknown",NA,50.9252524,3.1893229,"Izegem","West Flanders","Flanders"
"unknown",NA,51.1030992,3.4445636,"Aalter","East Flanders","Flanders"
"unknown",NA,50.9469253,3.1196153,"Roeselare","West Flanders","Flanders"
"unknown",NA,50.8602587,4.3332136,"Brussel","Brussels","Brussels"
"unknown",NA,50.8693449,4.4061368,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.5085581,5.5666737,"Esneux","Liege","Wallonia"
"unknown",NA,51.1150404,3.0920485,"Aartrijke","West Flanders","Flanders"
"unknown",NA,51.1482616,3.1884533,"Loppem","West Flanders","Flanders"
"unknown",NA,51.1000526,3.162361,"Veldegem","West Flanders","Flanders"
"unknown",NA,51.1693488,5.56836,"Bocholt","Limburg","Flanders"
"unknown",NA,50.8642968,4.2900978,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.9419202,4.5526359,"Kampenhout","Flemish Brabant","Flanders"
"unknown",NA,51.2569036,4.5055314,"Schoten","Antwerp","Flanders"
"unknown",NA,51.2648086,4.5264681,"Schoten","Antwerp","Flanders"
"unknown",NA,51.1385336,2.7729269,"Nieuwpoort","West Flanders","Flanders"
"unknown",NA,51.0215115,4.9979895,"Averbode","Flemish Brabant","Flanders"
"unknown",NA,50.9772204,4.9764209,"Scherpenheuvel","Flemish Brabant","Flanders"
"unknown",NA,50.2797224,6.130456,"Saint-Vith","Liege","Wallonia"
"unknown",NA,51.2404627,4.5028076,"Schoten","Antwerp","Flanders"
"unknown",NA,51.2466062,4.2138929,"Verrebroek","East Flanders","Flanders"
"unknown",NA,51.3168405,4.3368564,"Antwerpen","Antwerp","Flanders"
"unknown",NA,51.2680671,4.1993282,"Verrebroek","East Flanders","Flanders"
"unknown",NA,51.2697864,4.3766281,"Antwerpen","Antwerp","Flanders"
"unknown",NA,51.3219226,4.3484454,"Antwerpen","Antwerp","Flanders"
"unknown",NA,51.2265676,4.4162079,"Antwerpen","Antwerp","Flanders"
"unknown",NA,51.2237723,2.9200544,"Oostende","West Flanders","Flanders"
"unknown",NA,51.2344609,2.9199319,"Oostende","West Flanders","Flanders"
"unknown",NA,50.0823756,5.1224985,"Wellin","Luxembourg","Wallonia"
"unknown",NA,50.8711997,4.1705289,"Ternat","Flemish Brabant","Flanders"
"unknown",NA,50.9781838,4.5745955,"Boortmeerbeek","Flemish Brabant","Flanders"
"unknown",NA,50.8410497,4.3666923,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8509179,4.3689028,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8152254,4.3738506,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.9122308,4.4194966,"Vilvoorde","Flemish Brabant","Flanders"
"fix",1,51.1236636,5.4771721,"Peer","Limburg","Flanders"
"unknown",NA,50.4097057,3.9138922,"Frameries","Hainaut","Wallonia"
"unknown",NA,51.1484043,5.2111658,"Balen","Antwerp","Flanders"
"unknown",NA,50.9577435,5.5172322,"Genk","Limburg","Flanders"
"unknown",NA,50.9933598,5.517984,"Genk","Limburg","Flanders"
"unknown",NA,50.9577435,5.5172322,"Genk","Limburg","Flanders"
"unknown",NA,50.9577435,5.5172322,"Genk","Limburg","Flanders"
"unknown",NA,50.9095865,5.6280657,"Lanaken","Limburg","Flanders"
"unknown",NA,51.0012315,5.4829184,"Genk","Limburg","Flanders"
"unknown",NA,51.0547432,4.7810309,"Booischot","Antwerp","Flanders"
"unknown",NA,51.053299,5.73331,"Dilsen","Limburg","Flanders"
"unknown",NA,50.8907923,5.669008,"Lanaken","Limburg","Flanders"
"unknown",NA,50.8245145,4.5143174,"Tervuren","Flemish Brabant","Flanders"
"unknown",NA,51.2223775,5.4368015,"Neerpelt","Limburg","Flanders"
"unknown",NA,51.2362137,4.5204956,"Wijnegem","Antwerp","Flanders"
"unknown",NA,50.9640719,5.3475658,"Hasselt","Limburg","Flanders"
"unknown",NA,51.0444734,5.0871097,"Diest","Flemish Brabant","Flanders"
"unknown",NA,50.9515129,5.2756927,"Kuringen","Limburg","Flanders"
"unknown",NA,50.8766555,4.1643562,"Ternat","Flemish Brabant","Flanders"
"unknown",NA,50.9529646,5.4865539,"Genk","Limburg","Flanders"
"unknown",NA,51.2642479,3.0318418,"De","West Flanders","Flanders"
"unknown",NA,50.8772554,4.1658097,"Ternat","Flemish Brabant","Flanders"
"unknown",NA,51.1065481,3.2228256,"Oostkamp","West Flanders","Flanders"
"unknown",NA,50.7494786,3.2460798,"Mouscron","Hainaut","Wallonia"
"unknown",NA,50.9706448,5.4468621,"Genk","Limburg","Flanders"
"unknown",NA,50.843716,4.3185614,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.5988629,4.3552109,"Nivelles","Walloon Brabant","Wallonia"
"unknown",NA,50.6496431,5.5858301,"Liège","Liege","Wallonia"
"unknown",NA,51.2941659,4.6818651,"Malle","Antwerp","Flanders"
"unknown",NA,51.0012795,3.3278283,"Tielt","West Flanders","Flanders"
"unknown",NA,50.9477219,4.3161291,"Meise","Flemish Brabant","Flanders"
"unknown",NA,50.5272259,5.008839,"Hingeon","Namur","Wallonia"
"unknown",NA,51.4768381,4.777336,"Meerle","Antwerp","Flanders"
"unknown",NA,51.4341878,4.7481781,"Minderhout","Antwerp","Flanders"
"unknown",NA,51.403297,4.7468218,"Hoogstraten","Antwerp","Flanders"
"unknown",NA,51.403297,4.7468218,"Hoogstraten","Antwerp","Flanders"
"unknown",NA,51.4322813,4.8121112,"Minderhout","Antwerp","Flanders"
"unknown",NA,51.4478983,4.7896577,"Minderhout","Antwerp","Flanders"
"unknown",NA,51.4428761,4.7386195,"Meer","Antwerp","Flanders"
"unknown",NA,50.9564495,3.096138,"Roeselare","West Flanders","Flanders"
"unknown",NA,50.6660021,4.3796908,"Braine-l Alleud","Walloon Brabant","Wallonia"
"unknown",NA,50.6653666,4.3819128,"Braine-l Alleud","Walloon Brabant","Wallonia"
"unknown",NA,50.6664312,4.3790776,"Braine-l Alleud","Walloon Brabant","Wallonia"
"unknown",NA,50.5975537,4.3598534,"Nivelles","Walloon Brabant","Wallonia"
"unknown",NA,51.1556103,4.3894709,"Wilrijk","Antwerp","Flanders"
"unknown",NA,51.217589,4.41777,"Antwerpen","Antwerp","Flanders"
"unknown",NA,50.9215166,5.3447405,"HASSELT","Limburg","Flanders"
"unknown",NA,50.7781179,4.2712129,"SINT-PIETERS-LEEUW","Flemish Brabant","Flanders"
"unknown",NA,51.0792651,3.789274,"OOSTAKKER","East Flanders","Flanders"
"unknown",NA,50.9634774,3.1205975,"ROESELARE","West Flanders","Flanders"
"unknown",NA,51.2678808,4.4640546,"SCHOTEN","Antwerp","Flanders"
"unknown",NA,51.0210619,3.7092513,"GENT","East Flanders","Flanders"
"unknown",NA,51.3118489,4.9288965,"TURNHOUT","Antwerp","Flanders"
"unknown",NA,51.2086029,3.2643067,"BRUGGE","West Flanders","Flanders"
"unknown",NA,50.8720221,4.2957032,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8527348,4.3559377,"Brussel","Brussels","Brussels"
"unknown",NA,50.6441707,5.5732376,"Liège","Liege","Wallonia"
"unknown",NA,50.4483653,3.9032666,"JEMAPPES","Hainaut","Wallonia"
"unknown",NA,50.6897334,5.648296,"HERSTAL","Liege","Wallonia"
"unknown",NA,50.8619006,4.4295932,"Bruxelles","Brussels","Brussels"
"unknown",NA,51.2172699,2.8886811,"OOSTENDE","West Flanders","Flanders"
"unknown",NA,50.8793322,4.3730967,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.6319748,5.5801468,"Liège","Liege","Wallonia"
"unknown",NA,50.8897936,4.2621787,"Asse-Zellik","Flemish Brabant","Flanders"
"unknown",NA,50.4713064,4.4411092,"GOSSELIES","Hainaut","Wallonia"
"unknown",NA,50.6874802,4.4083978,"BRAINE-L ALLEUD","Walloon Brabant","Wallonia"
"unknown",NA,51.0571872,4.4614007,"Mechelen","Antwerp","Flanders"
"unknown",NA,51.3247313,4.947523,"Turnhout","Antwerp","Flanders"
"unknown",NA,50.8625102,4.6289144,"Bertem","Flemish Brabant","Flanders"
"unknown",NA,50.6307339,3.7754037,"Ath","Hainaut","Wallonia"
"unknown",NA,51.2007493,4.3126166,"Melsele","East Flanders","Flanders"
"unknown",NA,51.036771,3.7345364,"LedebergGent)","East Flanders","Flanders"
"unknown",NA,50.4778055,4.1206925,"Strépy-Bracquegnies","Hainaut","Wallonia"
"unknown",NA,50.6520605,5.4972516,"Grâce-Hollogne","Liege","Wallonia"
"unknown",NA,50.2495109,4.625372,"Florennes","Namur","Wallonia"
"unknown",NA,50.8240616,4.3543334,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.6253617,4.6983849,"Walhain","Walloon Brabant","Wallonia"
"unknown",NA,50.8192845,4.2770922,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.4345114,3.7943576,"Boussu","Hainaut","Wallonia"
"unknown",NA,50.8676522,4.3429683,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.843716,4.3185614,"Brussel","Brussels","Brussels"
"unknown",NA,50.851591,4.3971573,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.7989344,4.1996849,"Gaasbeek","Flemish Brabant","Flanders"
"unknown",NA,49.6809549,5.8224939,"Arlon","Luxembourg","Wallonia"
"unknown",NA,50.589061,5.5730992,"Liège","Liege","Wallonia"
"unknown",NA,50.5857123,5.571322,"Liège","Liege","Wallonia"
"unknown",NA,50.5847557,5.5683542,"Liège","Liege","Wallonia"
"unknown",NA,50.6350757,5.5628874,"Liège","Liege","Wallonia"
"unknown",NA,50.4684127,4.8705387,"Namur","Namur","Wallonia"
"unknown",NA,51.2098583,4.3889581,"Antwerpen","Antwerp","Flanders"
"unknown",NA,50.8955963,3.0356081,"Passendale","West Flanders","Flanders"
"unknown",NA,50.7776061,3.3042078,"Bellegem","West Flanders","Flanders"
"unknown",NA,50.8176829,4.2557732,"Brussel","Brussels","Brussels"
"unknown",NA,50.8061268,4.3298899,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8307961,4.3500343,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8354185,4.3413064,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8270333,4.3407579,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8269376,4.3419841,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8306583,4.3381813,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8329218,4.3393016,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8291191,4.3468929,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8274704,4.3463141,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8303146,4.3519958,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8291318,4.3518179,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8249667,4.3460972,"Bruxelles","Brussels","Brussels"
"unknown",NA,51.1677329,4.984686,"Geel","Antwerp","Flanders"
"unknown",1,50.8495307,4.4497959,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.883304,3.4336168,"Waregem","West Flanders","Flanders"
"unknown",NA,50.9055479,5.3504178,"Hasselt","Limburg","Flanders"
"unknown",NA,51.0167092,5.694572,"Dilsen","Limburg","Flanders"
"unknown",NA,51.2167985,5.2983567,"Lommel","Limburg","Flanders"
"unknown",NA,51.1353422,5.5940185,"Bree","Limburg","Flanders"
"unknown",NA,50.6597843,4.6197823,"Louvain-la-Neuve","Walloon Brabant","Wallonia"
"unknown",NA,51.2223775,5.4368015,"Neerpelt","Limburg","Flanders"
"unknown",1,50.8208293,5.1889662,"Sint-Truiden","Limburg","Flanders"
"unknown",NA,50.6113414,5.6834777,"Magnée","Liege","Wallonia"
"unknown",NA,50.8208293,5.1889662,"Sint-Truiden","Limburg","Flanders"
"unknown",NA,51.2625889,4.3837117,"Antwerpen","Antwerp","Flanders"
"unknown",NA,50.871281,4.2881429,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.4294224,4.1694518,"Péronnes-lez-Binche","Hainaut","Wallonia"
"unknown",NA,50.4734657,4.8798647,"Bouge","Namur","Wallonia"
"unknown",NA,50.454407,4.8727798,"JambesNamur)","Namur","Wallonia"
"unknown",NA,50.4175786,4.8688915,"Wépion","Namur","Wallonia"
"unknown",NA,50.4665008,4.8654789,"Namur","Namur","Wallonia"
"unknown",NA,50.4711803,4.8257263,"Belgrade","Namur","Wallonia"
"unknown",NA,51.236646,3.1726185,"Brugge","West Flanders","Flanders"
"unknown",NA,51.1548729,4.8061166,"Herentals","Antwerp","Flanders"
"unknown",NA,50.689084,4.615177,"Wavre","Walloon Brabant","Wallonia"
"unknown",NA,50.546302,4.0312258,"Neufvilles","Hainaut","Wallonia"
"unknown",NA,50.5571581,4.0119967,"Neufvilles","Hainaut","Wallonia"
"unknown",NA,51.3163795,3.1849642,"ZeebruggeBrugge)","West Flanders","Flanders"
"unknown",NA,51.3163795,3.1849642,"ZeebruggeBrugge)","West Flanders","Flanders"
"unknown",NA,51.3877611,4.7052947,"Wuustwezel","Antwerp","Flanders"
"unknown",NA,51.1049226,3.4269755,"Aalter","East Flanders","Flanders"
"unknown",NA,51.2619514,5.5203828,"Hamont","Limburg","Flanders"
"unknown",NA,50.6177548,6.0480239,"Eupen","Liege","Wallonia"
"unknown",NA,50.8441669,4.3588614,"Brussel","Brussels","Brussels"
"unknown",NA,50.4247279,6.2216783,"Bütgenbach","Liege","Wallonia"
"unknown",NA,50.4247279,6.2216783,"Bütgenbach","Liege","Wallonia"
"unknown",NA,50.4247279,6.2216783,"Bütgenbach","Liege","Wallonia"
"unknown",NA,51.1143743,3.7455558,"Gent","East Flanders","Flanders"
"unknown",NA,51.228994,4.0990745,"Sint-Gillis-Waas","East Flanders","Flanders"
"unknown",1,50.8289357,4.9570484,"Sint-Margriete-Houtem","Flemish Brabant","Flanders"
"unknown",1,50.7993852,4.8950104,"Oorbeek","Flemish Brabant","Flanders"
"unknown",NA,50.8628391,4.3521115,"Brussel","Brussels","Brussels"
"unknown",NA,50.0282358,4.1523883,"Momignies","Hainaut","Wallonia"
"unknown",NA,50.0282358,4.1523883,"Momignies","Hainaut","Wallonia"
"unknown",NA,49.675082,5.810679,"Arlon","Luxembourg","Wallonia"
"unknown",NA,50.6902917,5.6178643,"Herstal","Liege","Wallonia"
"unknown",NA,49.8507098,5.6667251,"Fauvillers","Luxembourg","Wallonia"
"unknown",NA,50.281433,5.5504027,"Erezée","Luxembourg","Wallonia"
"unknown",NA,50.4572933,4.2449007,"Morlanwelz-Mariemont","Hainaut","Wallonia"
"unknown",NA,50.6394443,3.7926273,"Ath","Hainaut","Wallonia"
